n_buildings,pct_osm_height,pct_levels,pct_random,min_m,p10_m,p25_m,median_m,p75_m,p90_m,max_m,mean_m
1553,10.173857050869286,13.200257566001289,76.62588538312943,2.5,6.4,10.270613477471327,22.08034100342456,41.8950905010759,79.36282600753417,300.0,35.08138322015986
